utterance|intent|domain|dialogue_id
i would like to find out what flights there are on friday june eleventh from st. petersburg to milwaukee and then from milwaukee to tacoma thank you|flight|airplane|single_sen
all flights from boston to washington dc on november tenth|flight|airplane|single_sen
what are the flights from denver to san francisco|flight|airplane|single_sen
on the 8 am flight from san francisco to atlanta what type of aircraft is used|aircraft|airplane|single_sen
which flight is a one way fare at 329 dollars from denver to pittsburgh|flight|airplane|single_sen
what flights leave baltimore for boston after 6 o'clock on friday|flight|airplane|single_sen
okay i need to get a flight from houston to seattle|flight|airplane|single_sen
please list flights between denver and boston|flight|airplane|single_sen
find me the flights that are nonstop between boston and dallas that leave between 12 and 2 in the afternoon|flight|airplane|single_sen
i would like some information on flights leaving boston to atlanta|flight|airplane|single_sen
show me the latest nonstop flight from denver to washington dc|flight|airplane|single_sen
what are the flights from dallas to baltimore|flight|airplane|single_sen
i would like a nonstop flight from new york to las vegas on march second|flight|airplane|single_sen
no i want to go from denver to oakland|flight|airplane|single_sen
show me all the night fares between philadelphia and san francisco|airfare|airplane|single_sen
what kinds of ground transportation is available in dallas fort worth|ground_service|airplane|single_sen
can you show me economy class one way fares for flights from oakland to dallas on december sixteenth|airfare|airplane|single_sen
what is fare code qw|abbreviation|airplane|single_sen
i 'd like a flight on july ninth from orlando to kansas city in the afternoon|flight|airplane|single_sen
what are the coach fares from charlotte to la wednesday night|airfare|airplane|single_sen
is there ground transportation available in denver|ground_service|airplane|single_sen
show me flights from philadelphia to oakland on friday|flight|airplane|single_sen
i would like to know the flights available from boston to denver arriving in denver by 8 o'clock wednesday morning|flight|airplane|single_sen
i would like to fly the cheapest rate available from pittsburgh to atlanta on wednesday morning|flight|airplane|single_sen
list the flight from philadelphia to san francisco on american airlines|flight|airplane|single_sen
flights from memphis to las vegas on sunday|flight|airplane|single_sen
what is the first flight from atlanta to boston on thursday september fifth that leaves after 8 am|flight|airplane|single_sen
what is the first class fare on united flight 352 from denver to boston|airfare|airplane|single_sen
flight from philadelphia to dallas arriving before 4 pm on saturday|flight|airplane|single_sen
list flights tomorrow from san diego to phoenix|flight|airplane|single_sen
show me all flights from san francisco to washington dc area|flight|airplane|single_sen
sure i want to go from philadelphia to dallas|flight|airplane|single_sen
show me all the united airlines flights leaving dallas|flight|airplane|single_sen
can you list all the flights between phoenix and las vegas|flight|airplane|single_sen
list all flights from baltimore to philadelphia|flight|airplane|single_sen
round trip flights from minneapolis to san diego coach economy fare|flight|airplane|single_sen
i want to fly from boston to denver and i don 't want any stopovers and i 'd like to fly only during the afternoon|flight|airplane|single_sen
flights from denver to baltimore between 10 am and 2 pm|flight|airplane|single_sen
show me the flights from denver to atlanta|flight|airplane|single_sen
what flights are there on delta from boston to dallas|flight|airplane|single_sen
what kind of ground transportation can you offer me in seattle|ground_service|airplane|single_sen
leaving washington going to san francisco the latest flight|flight|airplane|single_sen
show me the flights available from atlanta to baltimore leaving atlanta in the morning|flight|airplane|single_sen
round trip fares new york to san jose|airfare|airplane|single_sen
which flights are serviced by american airlines|flight|airplane|single_sen
how do i get from pittsburgh airport to downtown pittsburgh|flight|airplane|single_sen
does midwest express serve charlotte|flight|airplane|single_sen
what flights from houston to milwaukee on friday in the evening on american airlines|flight|airplane|single_sen
what is the earliest flight going from san francisco to dallas on monday august nineteenth|flight|airplane|single_sen
what flights from atlanta to st. louis on tuesday arriving around 230 pm|flight|airplane|single_sen
i need a flight from kansas city to chicago that leaves wednesday and arrives in chicago around 7 pm|flight|airplane|single_sen
i would like information on any flights from pittsburgh to san francisco leaving thursday evening|flight|airplane|single_sen
i need a cheap flight from baltimore to san francisco|flight|airplane|single_sen
what is the cost of a first class ticket from baltimore to dallas|airfare|airplane|single_sen
what is the economy thrift fare from boston to washington|airfare|airplane|single_sen
list the nonstop flights early tuesday morning from dallas to atlanta|flight|airplane|single_sen
what is the earliest flight you have that leaves philadelphia to dallas|flight|airplane|single_sen
are there any flights from dallas fort worth to boston leaving before 10 am|flight|airplane|single_sen
show me all the flights to baltimore after 6 o'clock pm|flight|airplane|single_sen
i need a return flight from philadelphia to boston|flight|airplane|single_sen
united airlines flights stopping in denver before noon|flight|airplane|single_sen
show me the car rentals in baltimore|ground_service|airplane|single_sen
what flights go from newark to boston after 1024 in the morning|flight|airplane|single_sen
shortest evening flight from tampa to cincinnati|flight|airplane|single_sen
how much time does it take to go between the airport and downtown by ground transportation in dallas|ground_service|airplane|single_sen
flights from boston to pittsburgh|flight|airplane|single_sen
i 'd like to fly continental airlines between boston and philadelphia|flight|airplane|single_sen
i would like to book a flight on continental airlines from chicago to seattle on june first|flight|airplane|single_sen
all flights from pittsburgh to dallas round trip after 12 pm less than 100|flight|airplane|single_sen
show me flights on sunday going from san francisco to boston nonstop first class leaving after 12 noon|flight|airplane|single_sen
from las vegas to phoenix|flight|airplane|single_sen
show me flights from pittsburgh to atlanta on monday afternoon|flight|airplane|single_sen
show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth|flight|airplane|single_sen
show all flights from boston to denver on july thirty first|flight|airplane|single_sen
are there any flights before 12 noon on june fifteenth from long beach to columbus|flight|airplane|single_sen
list daily flights from boston to atlanta|flight|airplane|single_sen
on a flight from san francisco to atlanta that leaves before 8 am is there such a flight|flight|airplane|single_sen
on united airlines give me the flight times from boston to dallas|flight_time|airplane|single_sen
ground transportation minneapolis|ground_service|airplane|single_sen
show me airline abbreviations|airline|airplane|single_sen
how many flights does delta have with a class of service code f|quantity|airplane|single_sen
please list all the arriving and departing flights from general mitchell international|flight|airplane|single_sen
i would like to see the flights from denver to philadelphia please|flight|airplane|single_sen
does eastern airlines fly early in the morning between logan and bwi|flight|airplane|single_sen
what flights leave phoenix on american airlines|flight|airplane|single_sen
can you list all the airlines that have flights from boston to san francisco|airline|airplane|single_sen
flights from nashville to orlando daily|flight|airplane|single_sen
show me first class flights from pittsburgh to san francisco on friday|flight|airplane|single_sen
i need the earliest flight from denver to boston that serves dinner|flight|airplane|single_sen
from toronto to atlanta in the afternoon|flight|airplane|single_sen
please list the friday afternoon flights from san jose to dallas on american airlines|flight|airplane|single_sen
is there ground transportation in boston from the airport|ground_service|airplane|single_sen
show first flight from pittsburgh to atlanta on wednesday|flight|airplane|single_sen
i 'm sorry i wanted to fly twa is there a flight between oakland and boston with a stopover in dallas fort worth on twa|flight|airplane|single_sen
show me all flights from san francisco to la guardia nonstop|flight|airplane|single_sen
what flights are there from pittsburgh to los angeles|flight|airplane|single_sen
what kind of ground transportation is there in washington dc|ground_service|airplane|single_sen
what is the least expensive flight available from dallas fort worth to san francisco|flight|airplane|single_sen
what does the fare code f mean|abbreviation|airplane|single_sen
what 's the most expensive way i can fly to washington|flight|airplane|single_sen
what flights from houston to milwaukee on friday on american airlines|flight|airplane|single_sen
what is the schedule of ground transportation from the airport in philadelphia into downtown|ground_service|airplane|single_sen
show me a list of flights from san francisco to boston for august thirtieth|flight|airplane|single_sen
show me the least expensive flight from miami to cleveland on sunday after noon|flight|airplane|single_sen
how much does it cost to go from downtown to logan airport|airfare|airplane|single_sen
what flights are there from newark to tampa|flight|airplane|single_sen
i want a flight from philadelphia to dallas that at least has one stop|flight|airplane|single_sen
show flights from denver to oakland arriving between 12 and 1 o'clock|flight|airplane|single_sen
what is the fare from san francisco to dallas fort worth on delta flight 852|airfare|airplane|single_sen
flights from newark new jersey to cleveland ohio|flight|airplane|single_sen
give me flights from denver to baltimore|flight|airplane|single_sen
show the flights from denver to san francisco|flight|airplane|single_sen
show me flights denver to washington dc on thursday|flight|airplane|single_sen
please list the thursday morning flights from st. louis to st. paul|flight|airplane|single_sen
what flight do you have from pittsburgh to san francisco on the morning of august twenty seventh|flight|airplane|single_sen
what are the flights from boston to atlanta|flight|airplane|single_sen
what flights from baltimore to san francisco arrive before 8 pm in san francisco|flight|airplane|single_sen
show me the flights from pittsburgh to san francisco for thursday night or friday|flight|airplane|single_sen
get me a first class flight on american to san francisco on tuesday next week|flight|airplane|single_sen
ground transportation in westchester county|ground_service|airplane|single_sen
what flights are there from atlanta to baltimore|flight|airplane|single_sen
i 'd like to fly from dallas to san francisco at approximately 615 pm|flight|airplane|single_sen
list the fares of us air flights from boston to philadelphia|airfare|airplane|single_sen
list flights from phoenix to detroit on thursday june twenty fourth|flight|airplane|single_sen
what flights from miami to indianapolis on sunday|flight|airplane|single_sen
now show me the flights from memphis to cleveland|flight|airplane|single_sen
can you give me information on all the flights from san francisco no from pittsburgh to san francisco on monday|flight|airplane|single_sen
could you find me a flight from boston to san francisco that stops in denver|flight|airplane|single_sen
flights from cleveland to miami|flight|airplane|single_sen
give me the flights from pittsburgh to los angeles thursday evening|flight|airplane|single_sen
please list all of the flights leaving atlanta heading to baltimore after 8 pm wednesday and before 9 am thursday|flight|airplane|single_sen
show me flights from seattle to san francisco that leave after 5 pm|flight|airplane|single_sen
show me the flights that go from tacoma to miami|flight|airplane|single_sen
which airline can fly me from atlanta to denver to san francisco|airline|airplane|single_sen
are there any flights from denver to pittsburgh with stops in atlanta|flight|airplane|single_sen
list all the flights that arrive at general mitchell international|flight|airplane|single_sen
what is fare code h|abbreviation|airplane|single_sen
what flights from salt lake city to new york city arrive next saturday before 6 pm|flight|airplane|single_sen
flights from nashville to seattle|flight|airplane|single_sen
show me fares from seattle to minneapolis|airfare|airplane|single_sen
i need a flight from boston to san francisco via dallas fort worth|flight|airplane|single_sen
i 'd like an afternoon flight from atlanta to san francisco with a stopover in denver arriving i 'd say about mealtime|flight|airplane|single_sen
show me the most expensive one way flight from detroit to westchester county|flight|airplane|single_sen
show me the flights from baltimore to philadelphia|flight|airplane|single_sen
from denver to washington dc on monday november eleventh 1991|flight|airplane|single_sen
please list all the flights from boston to denver which serve meals|flight|airplane|single_sen
list aircraft types that fly between boston and san francisco|aircraft|airplane|single_sen
what does fare code qw mean|abbreviation|airplane|single_sen
i 'm interested in a flight on american airlines from dallas to washington|flight|airplane|single_sen
give me flights from pittsburgh to baltimore|flight|airplane|single_sen
how much is a round trip fare from indianapolis to seattle|airfare|airplane|single_sen
what is the cheapest flight from long beach to memphis|flight|airplane|single_sen
which airline provides business class flights|airline|airplane|single_sen
pittsburgh to denver|flight|airplane|single_sen
which airlines fly between boston and pittsburgh|airline|airplane|single_sen
list the flights arriving in atlanta from baltimore before noon on august fourth|flight|airplane|single_sen
give me the flights for american airline from philadelphia to dallas|flight|airplane|single_sen
i need a flight this sunday from miami to las vegas and i would prefer a morning flight|flight|airplane|single_sen
flights from boston to pittsburgh|flight|airplane|single_sen
which flights go from pittsburgh to atlanta in the evening|flight|airplane|single_sen
show me the fares from dallas to san francisco|airfare|airplane|single_sen
give me american airlines flights from milwaukee to phoenix on saturday and on sunday|flight|airplane|single_sen
list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia|flight|airplane|single_sen
show me the flights from baltimore to oakland|flight|airplane|single_sen
show me the earliest flight from denver to las vegas|flight|airplane|single_sen
show me flights from milwaukee to orlando on wednesday night|flight|airplane|single_sen
may i have a listing of flights from milwaukee to tacoma washington departing in the evening|flight|airplane|single_sen
what morning flights do you have between oakland and denver|flight|airplane|single_sen
i 'd like a flight from washington that stops in denver and goes on to san francisco|flight|airplane|single_sen
show me all flights from pittsburgh to baltimore tomorrow|flight|airplane|single_sen
all one way flights between boston and philadelphia|flight|airplane|single_sen
what flights go to san francisco from boston|flight|airplane|single_sen
what flights are there from san francisco to philadelphia daily with economy class|flight|airplane|single_sen
first flights from pittsburgh to atlanta on a thursday|flight|airplane|single_sen
show me the flights from baltimore to atlanta|flight|airplane|single_sen
tell me about flights from toronto to salt lake city leaving after 530 pm|flight|airplane|single_sen
show me the flights from indianapolis to orlando with round trip fares less than 1288|flight|airplane|single_sen
i need a flight from boston to pittsburgh that leaves early in the morning|flight|airplane|single_sen
what is the first flight from atlanta to baltimore that serves lunch|flight|airplane|single_sen
show me the flights from pittsburgh to baltimore|flight|airplane|single_sen
all flights from denver to philadelphia|flight|airplane|single_sen
oakland to philadelphia saturday|flight|airplane|single_sen
give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee|flight|airplane|single_sen
show me flights on monday from philadelphia to boston after 7 am|flight|airplane|single_sen
show me all the flights leaving baltimore|flight|airplane|single_sen
show me the flights from philadelphia to boston|flight|airplane|single_sen
is there a plane from boston to washington|aircraft|airplane|single_sen
i need to go from boston to atlanta and back in the same day find me the earliest flight from boston|flight|airplane|single_sen
what are flights between boston and pittsburgh on august tenth|flight|airplane|single_sen
what are the schedule of flights from boston to san francisco for august first|flight_time|airplane|single_sen
show me one way flights from milwaukee to orlando wednesday|flight|airplane|single_sen
show me all flights from pittsburgh to baltimore tomorrow which serve a meal|flight|airplane|single_sen
give me flights on american airlines from milwaukee to phoenix|flight|airplane|single_sen
show all flights from pittsburgh to san francisco|flight|airplane|single_sen
i wish to fly from boston to washington please find an airline for me|flight|airplane|single_sen
please list the flights from dallas fort worth to dc baltimore on july twenty third|flight|airplane|single_sen
which flights from memphis to tacoma also stop in los angeles|flight|airplane|single_sen
show me the flights on tuesday morning from charlotte to baltimore|flight|airplane|single_sen
i need 2 first class tickets from dallas fort worth to san francisco|airfare|airplane|single_sen
are there any flights from philadelphia to dallas which stop in atlanta|flight|airplane|single_sen
flights to baltimore|flight|airplane|single_sen
what does mco stand for|abbreviation|airplane|single_sen
what is the least expensive way to fly from philadelphia to san francisco|flight|airplane|single_sen
list all nonstop flights from los angeles to pittsburgh before 5 pm on tuesday|flight|airplane|single_sen
how many booking classes are there|quantity|airplane|single_sen
flight numbers from columbus to minneapolis tomorrow|flight_no|airplane|single_sen
give me the continental flights from chicago to seattle on friday|flight|airplane|single_sen
what are the united airlines flights between baltimore and denver on august twelfth|flight|airplane|single_sen
show me the flights next tuesday between philadelphia and san francisco|flight|airplane|single_sen
find a flight on american airlines from boston to san francisco that makes a stopover in denver|flight|airplane|single_sen
show me the fares on all flights round trip from pittsburgh to oakland|airfare|airplane|single_sen
what 's the difference between fare code q and fare code f|abbreviation|airplane|single_sen
flights from cincinnati to salt lake city|flight|airplane|single_sen
ground transportation denver|ground_service|airplane|single_sen
show me flights from denver to washington dc on wednesdays|flight|airplane|single_sen
find a flight between denver and oakland the flight should be in the afternoon and arrive close to 5 pm the flight should be nonstop|flight|airplane|single_sen
show me all flights from atlanta to washington with prices|flight|airplane|single_sen
flights between new york and miami|flight|airplane|single_sen
please list the monday morning flights from kansas city to atlanta|flight|airplane|single_sen
list all american airlines flights from phoenix to milwaukee which arrive on wednesday after 4 pm|flight|airplane|single_sen
what round trip tickets are there from cleveland to miami on us air that arrive before 4 pm|airfare|airplane|single_sen
i 'd like to go from boston to denver at 9 o'clock saturday night|flight|airplane|single_sen
show me the northwest flights from detroit to st. petersburg|flight|airplane|single_sen
what is the available ground transportation between the airport in denver and downtown|ground_service|airplane|single_sen
on may four atlanta to denver delta flight 257|flight|airplane|single_sen
show me all flights from indianapolis|flight|airplane|single_sen
which airlines have flights between philadelphia and pittsburgh|airline|airplane|single_sen
which are the flights from denver to baltimore or washington dc|flight|airplane|single_sen
list the number of flights leaving boston for dallas fort worth before 9 am in the morning|quantity|airplane|single_sen
are there delta flights leaving atlanta|flight|airplane|single_sen
can you list all round trip flights from orlando to kansas city and then to minneapolis|flight|airplane|single_sen
i would like to find a flight from kansas city to salt lake city on delta and arriving at about 8 o'clock in the evening could you please tell me the aircraft and the flight number thank you|flight|airplane|single_sen
i would like a flight from washington to boston leaving at 230 on august twentieth|flight|airplane|single_sen
how much is a flight from washington to boston|airfare|airplane|single_sen
show me all flights from orlando to san diego on a boeing 737|flight|airplane|single_sen
what flights are there on sunday from seattle to minneapolis|flight|airplane|single_sen
where is mco|city|airplane|single_sen
show me all flights from pittsburgh to atlanta|flight|airplane|single_sen
which united airlines flight flies across this continent and leaves from boston goes to dallas and makes a stopover in philadelphia|flight|airplane|single_sen
list daily flights of united airline from denver to baltimore with first class service|flight|airplane|single_sen
show me flights from pittsburgh to atlanta on monday morning|flight|airplane|single_sen
all flights phoenix to sfo|flight|airplane|single_sen
i want to travel from washington dc to philadelphia on tuesday morning|flight|airplane|single_sen
what is the fare going from atlanta to boston one way on november seventh|airfare|airplane|single_sen
is there a flight on american airlines from boston to denver|flight|airplane|single_sen
what flights are available from san francisco to pittsburgh on thursday evening|flight|airplane|single_sen
do you have an afternoon flight leaving in the afternoon going from boston to san francisco with a stopover in dallas|flight|airplane|single_sen
show the flights from pittsburgh to san francisco again on monday|flight|airplane|single_sen
show me a list of flights on american airlines from boston to dc on july twenty second|flight|airplane|single_sen
now i 'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm|flight|airplane|single_sen
what economy flights are available from dallas to baltimore on december seventeenth|flight|airplane|single_sen
please show me flights from san francisco to dallas|flight|airplane|single_sen
please show me all the flights from indianapolis to san diego tomorrow|flight|airplane|single_sen
what does flight code us mean|flight|airplane|single_sen
i would like a flight from denver to pittsburgh|flight|airplane|single_sen
what is the flight schedule of the f28 from pittsburgh to baltimore|flight_time|airplane|single_sen
looking for a flight from dc to minnesota|flight|airplane|single_sen
how many us air flights leave from washington|quantity|airplane|single_sen
show me times for flights from san francisco to atlanta|flight_time|airplane|single_sen
what flights are there on wednesday evening or thursday morning from denver to sfo|flight|airplane|single_sen
how many flights go from dallas to baltimore on july nineteenth|quantity|airplane|single_sen
could you show me all the flights from oakland to salt lake city|flight|airplane|single_sen
find me a flight from boston to san francisco with layover in denver on united|flight|airplane|single_sen
what flights are available between boston and washington arriving in washington at 630|flight|airplane|single_sen
show me the airlines between toronto and denver|airline|airplane|single_sen
what flights do you have between pittsburgh and atlanta|flight|airplane|single_sen
show me the flights from denver to westchester county|flight|airplane|single_sen
i need information for a flight from denver to atlanta|flight|airplane|single_sen
what is the cheapest flight from boston to atlanta|flight|airplane|single_sen
what is the cheapest flight from atlanta to pittsburgh one way|flight|airplane|single_sen
show me all overnight flights from washington dc to san francisco and list their fares|flight|airplane|single_sen
round trip flights between new york and miami|flight|airplane|single_sen
show me the one way flight from detroit to westchester county with the highest fare|flight|airplane|single_sen
what flights are there from newark to chicago on continental|flight|airplane|single_sen
i 'm trying to make a connection between denver and san francisco does delta airline fly between those two|flight|airplane|single_sen
what is the latest us air flight leaving philadelphia and returning to boston|flight|airplane|single_sen
what flights does us air have from san francisco to pittsburgh on tuesday|flight|airplane|single_sen
can i fly from boston to baltimore washington|flight|airplane|single_sen
what is mco|abbreviation|airplane|single_sen
flights from las vegas to phoenix|flight|airplane|single_sen
i would like to leave around 7 o'clock in the morning|flight|airplane|single_sen
show me fares from baltimore to philadelphia|airfare|airplane|single_sen
flights from memphis to seattle|flight|airplane|single_sen
please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast|flight|airplane|single_sen
flights from atlanta august second|flight|airplane|single_sen
does american airlines fly from atlanta to philadelphia|flight|airplane|single_sen
yes i 'd like a flight from long beach to st. louis by way of dallas|flight|airplane|single_sen
i 'd like to know if you have any flights from denver to philadelphia|flight|airplane|single_sen
what are the cheapest one way flights from atlanta to denver|flight|airplane|single_sen
what is the first flight after 12 noon from washington for denver|flight|airplane|single_sen
how many delta flights leave from washington|quantity|airplane|single_sen
now list for me only the united flights that flight from oakland to boston|flight|airplane|single_sen
from philadelphia to toronto|flight|airplane|single_sen
i am interested in a flight on american airlines from dallas to washington|flight|airplane|single_sen
what airplane types fly from pittsburgh to baltimore|aircraft|airplane|single_sen
what is the yn code|abbreviation|airplane|single_sen
i would like the earliest morning flight from atlanta to philadelphia on wednesday morning|flight|airplane|single_sen
how many seats in a 100|capacity|airplane|single_sen
